what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1336119059643
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1336119059644
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1336119059644
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1336119059645
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1336119059646
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1336119059646
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1336119059647
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1336119059648
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1336119059649
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1336119059649
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1336119059650
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1336119059651
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1336119059651
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1336119059652
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1336119059653
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1336119059654
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1336119059654
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1336119059655
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1336119059656
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1336119059657
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1336119059658
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1336119059659
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1336119059661
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1336119059663
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1336119059664
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1336119059665
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1336119059666
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1336119059668
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1336119059669
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1336119059669
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1336119059670
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1336119059671
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1336119059672
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1336119059673
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1336119059674
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1336119059676
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1336119059677
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1336119059678
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1336119059681
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1336119059681
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1336119059681
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1336119059682
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1336119059684
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1336119059686
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1336119059687
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1336119059688
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1336119059690
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1336119059692
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1336119059693
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1336119059694
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1336119059695
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1336119059696
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1336119059696
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1336119059697
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1336119059697
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1336119059698
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1336119059699
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1336119059700
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1336119059701
started,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1336119059702
started,bundle,org.tigris.subversion.clientadapter,1.6.10,"org.tigris.subversion.clientadapter",1336119059703
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,"org.tigris.subversion.subclipse.core",1336119059703
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1336119059704
started,bundle,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui",1336119059706
os,sysinfo,,,"win32",1336119059709
arch,sysinfo,,,"x86",1336119059709
ws,sysinfo,,,"win32",1336119059709
locale,sysinfo,,,"en_US",1336119059709
processors,sysinfo,,,"8",1336119059709
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336119059709
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1336119059709
java.specification.name,sysinfo,,,"Java Platform API Specification",1336119059709
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336119059709
java.specification.version,sysinfo,,,"1.6",1336119059709
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1336119059709
java.version,sysinfo,,,"1.6.0_31",1336119059709
java.vm.info,sysinfo,,,"mixed mode, sharing",1336119059709
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336119059709
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336119059709
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336119059709
java.vm.specification.version,sysinfo,,,"1.0",1336119059709
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1336119059709
java.vm.version,sysinfo,,,"20.6-b01",1336119059709
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1336119067882
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1336119067917
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1336119068588
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119071036
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119071135
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119080045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119086428
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119088835
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119228602
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119230250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119235692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119240271
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119244376
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336119247039
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336119247091
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336119252870
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119253759
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119254910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119258945
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119269484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119271963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119274718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1336119281606
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336119282186
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9.3,"org.tigris.subversion.clientadapter.javahl",1336119282327
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.10,"org.tigris.subversion.clientadapter.svnkit",1336119282330
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119286930
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119287605
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119299980
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119307656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119320797
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119323064
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336119338102
