what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841728844
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336841734788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841736178
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841753679
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336841759917
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841761967
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841786877
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336841853268
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336841861718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336841871842
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842039081
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336842055675
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336842098238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842123075
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842123198
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336842125515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842127912
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842136065
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336842150168
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842153570
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842245177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842267380
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336842267497
